"RMSE","MAE","Periods","Observed","Predicted","Absolute difference (95%CI)","Relative change (95%CI)"
"0.0305","0.0293","2020","0.59","0.65","-0.06 (-0.07, -0.04)","-9.05% (-11.51%, -6.59%)"
"0.0305","0.0293","2021","0.57","0.65","-0.08 (-0.11, -0.05)","-11.88% (-16.70%, -7.07%)"
"0.0305","0.0293","2020-2021","0.58","0.65","-0.07 (-0.08, -0.05)","-10.47% (-12.72%, -7.91%)"
