measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1990,6660.581508,11838.24238,6660.581508
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1991,6515.450574,11594.54492,6515.450574
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1992,6468.776836,11291.02571,6468.776836
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1993,6349.88922,11070.59314,6349.88922
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1994,6245.839814,10889.52066,6245.839814
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1995,6286.712637,10644.98082,6286.712637
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1996,6093.157043,10735.55505,6093.157043
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1997,5809.886993,10526.94839,5809.886993
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1998,5981.608673,10289.75833,5981.608673
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1999,5684.067285,10018.17986,5684.067285
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2000,5546.221814,9966.314967,5546.221814
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2001,5602.486064,9591.400614,5602.486064
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2002,5577.321868,9930.131642,5577.321868
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2003,5515.781438,9830.451103,5515.781438
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2004,5593.209071,9614.262634,5593.209071
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2005,5596.10649,9857.51222,5596.10649
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2006,6244.671033,11082.85444,6244.671033
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2007,6405.189551,11204.28373,6405.189551
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2008,6318.014856,11735.57122,6318.014856
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2009,6861.725578,12106.74603,6861.725578
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2010,7217.811967,12775.56307,7217.811967
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2011,8270.486182,14541.20442,8270.486182
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2012,8676.404941,15118.64142,8676.404941
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2013,8688.380967,15126.7358,8688.380967
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2014,8556.546255,14736.05965,8556.546255
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2015,9328.72437,15433.65138,9328.72437
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2016,9543.988311,15796.28961,9543.988311
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2017,9218.157967,15377.00866,9218.157967
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2018,8837.877678,14735.2052,8837.877678
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2019,8117.818215,14050.70123,8117.818215
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2020,7249.234034,12137.24871,7249.234034
1,Deaths,1,Global,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2021,6328.218644,11498.28086,6328.218644
1,Deaths,1,Global,3,Both,6,5-9 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1990,165.2004861,304.9972515,165.2004861
1,Deaths,1,Global,3,Both,6,5-9 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1991,163.8673979,300.4480521,163.8673979
1,Deaths,1,Global,3,Both,6,5-9 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1992,166.3148777,301.5201985,166.3148777
1,Deaths,1,Global,3,Both,6,5-9 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1993,164.906891,301.0092222,164.906891
1,Deaths,1,Global,3,Both,6,5-9 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1994,181.9670356,331.2404825,181.9670356
1,Deaths,1,Global,3,Both,6,5-9 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1995,164.9274484,299.5365898,164.9274484
1,Deaths,1,Global,3,Both,6,5-9 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1996,165.3848023,297.3855715,165.3848023
1,Deaths,1,Global,3,Both,6,5-9 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1997,157.2488687,286.4565597,157.2488687
1,Deaths,1,Global,3,Both,6,5-9 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1998,158.1711357,287.2063098,158.1711357
1,Deaths,1,Global,3,Both,6,5-9 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1999,147.8328522,268.4746247,147.8328522
1,Deaths,1,Global,3,Both,6,5-9 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2000,145.8052504,265.6077847,145.8052504
1,Deaths,1,Global,3,Both,6,5-9 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2001,147.8769756,259.3223519,147.8769756
1,Deaths,1,Global,3,Both,6,5-9 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2002,140.2753554,252.2559091,140.2753554
1,Deaths,1,Global,3,Both,6,5-9 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2003,136.7764194,240.2058733,136.7764194
1,Deaths,1,Global,3,Both,6,5-9 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2004,140.0230111,249.5307003,140.0230111
1,Deaths,1,Global,3,Both,6,5-9 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2005,152.6950174,265.2373504,152.6950174
1,Deaths,1,Global,3,Both,6,5-9 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2006,173.2025381,303.1944746,173.2025381
