"","Pathogen","age_name","year","val","proportion"
"355","Enterobacter spp.","Post neonatal to 5",1996,1133.13652420061,4.54287452284386
"356","Enterobacter spp.","70+ years",1997,8390.59282258755,33.1490951427722
"357","Enterobacter spp.","Neonatal",1997,6761.64139309429,26.7135229417398
"358","Enterobacter spp.","50 to 69",1997,6705.89664473154,26.4932896392475
"359","Enterobacter spp.","5 to 49",1997,2339.4245699317,9.24247062010208
"360","Enterobacter spp.","Post neonatal to 5",1997,1114.12438006754,4.40162165613845
"361","Enterobacter spp.","70+ years",1998,8763.45239583858,33.9018029597986
"362","Enterobacter spp.","50 to 69",1998,6853.30291300591,26.5123052520795
"363","Enterobacter spp.","Neonatal",1998,6718.83699024618,25.9921178861537
"364","Enterobacter spp.","5 to 49",1998,2423.30151394929,9.37464902269593
"365","Enterobacter spp.","Post neonatal to 5",1998,1090.62341243165,4.2191248792723
"366","Enterobacter spp.","70+ years",1999,9117.966544837,34.4919659135162
"367","Enterobacter spp.","50 to 69",1999,6988.05203570934,26.4348033558038
"368","Enterobacter spp.","Neonatal",1999,6722.9189214635,25.4318426304993
"369","Enterobacter spp.","5 to 49",1999,2532.47502607233,9.57999153063128
"370","Enterobacter spp.","Post neonatal to 5",1999,1073.63199126777,4.06139656954952
"371","Enterobacter spp.","70+ years",2000,9622.03459063121,35.2296960317396
"372","Enterobacter spp.","50 to 69",2000,7262.16841819761,26.5893853835769
"373","Enterobacter spp.","Neonatal",2000,6711.99824324938,24.5750164009475
"374","Enterobacter spp.","5 to 49",2000,2645.2420547025,9.68517340483078
"375","Enterobacter spp.","Post neonatal to 5",2000,1070.84057430192,3.92072877890531
"376","Enterobacter spp.","70+ years",2001,10092.1924684861,35.9483382944898
"377","Enterobacter spp.","50 to 69",2001,7515.82348723402,26.7713250737567
"378","Enterobacter spp.","Neonatal",2001,6704.7056465094,23.8821274463715
"379","Enterobacter spp.","5 to 49",2001,2695.00572223693,9.59959668932983
"380","Enterobacter spp.","Post neonatal to 5",2001,1066.4283870176,3.79861249605226
"381","Enterobacter spp.","70+ years",2002,10677.2735957413,36.71857525315
"382","Enterobacter spp.","50 to 69",2002,7827.13408700273,26.9170972732904
"383","Enterobacter spp.","Neonatal",2002,6744.87673631465,23.1952718823624
"384","Enterobacter spp.","5 to 49",2002,2759.25905733622,9.48894494753284
"385","Enterobacter spp.","Post neonatal to 5",2002,1070.12725668414,3.68011064366429
"386","Enterobacter spp.","70+ years",2003,11465.4207880392,37.9217553333158
"387","Enterobacter spp.","50 to 69",2003,8190.2066219175,27.0890198787702
"388","Enterobacter spp.","Neonatal",2003,6707.60820726526,22.1853416468595
"389","Enterobacter spp.","5 to 49",2003,2827.63316652506,9.3523661360248
"390","Enterobacter spp.","Post neonatal to 5",2003,1043.54596647512,3.45151700502969
"391","Enterobacter spp.","70+ years",2004,11938.4107339123,38.4829710842986
"392","Enterobacter spp.","50 to 69",2004,8389.5324288001,27.043309286654
"393","Enterobacter spp.","Neonatal",2004,6754.75586115741,21.7736749287761
"394","Enterobacter spp.","5 to 49",2004,2909.84830575144,9.37977513973768
"395","Enterobacter spp.","Post neonatal to 5",2004,1030.0333015901,3.32026956053358
"396","Enterobacter spp.","70+ years",2005,12253.7681736216,38.7119860841544
"397","Enterobacter spp.","50 to 69",2005,8619.67776667923,27.2312027635628
"398","Enterobacter spp.","Neonatal",2005,6769.9579667717,21.3875858337313
"399","Enterobacter spp.","5 to 49",2005,2984.25550638686,9.42783117796372
"400","Enterobacter spp.","Post neonatal to 5",2005,1026.02052686613,3.2413941405878
"401","Enterobacter spp.","70+ years",2006,12679.2806716856,38.5693846367952
"402","Enterobacter spp.","50 to 69",2006,8993.14232330305,27.3564387714438
"403","Enterobacter spp.","Neonatal",2006,7037.32640521962,21.4069990219333
"404","Enterobacter spp.","5 to 49",2006,3106.72270916199,9.45040860221021
"405","Enterobacter spp.","Post neonatal to 5",2006,1057.47905963425,3.21676896761745
"406","Enterobacter spp.","70+ years",2007,13335.3501903732,38.8806815994896
"407","Enterobacter spp.","50 to 69",2007,9399.78704130075,27.4061139631456
"408","Enterobacter spp.","Neonatal",2007,7252.05460282831,21.144163589962
"409","Enterobacter spp.","5 to 49",2007,3229.82397391168,9.41690737470945
"410","Enterobacter spp.","Post neonatal to 5",2007,1081.12311759768,3.15213347269335
"411","Enterobacter spp.","70+ years",2008,13757.937758737,39.4882401657081
"412","Enterobacter spp.","50 to 69",2008,9604.30712290229,27.5664269562158
"413","Enterobacter spp.","Neonatal",2008,7140.61207067649,20.4950923111978
"414","Enterobacter spp.","5 to 49",2008,3268.45672623089,9.38117372239645
"415","Enterobacter spp.","Post neonatal to 5",2008,1069.2811441228,3.06906684448183
"416","Enterobacter spp.","70+ years",2009,14927.3687977028,39.4989675810553
"417","Enterobacter spp.","50 to 69",2009,10509.1461486886,27.8080101494849
"418","Enterobacter spp.","Neonatal",2009,7658.11575049665,20.2639641225577
"419","Enterobacter spp.","5 to 49",2009,3564.38976296917,9.43164985080499
"420","Enterobacter spp.","Post neonatal to 5",2009,1132.7743941995,2.99740829609712
"421","Enterobacter spp.","70+ years",2010,15565.1572214565,40.0211635672079
"422","Enterobacter spp.","50 to 69",2010,10957.3877181637,28.1736573488275
"423","Enterobacter spp.","Neonatal",2010,7600.79577856328,19.5431813997674
"424","Enterobacter spp.","5 to 49",2010,3635.87477681842,9.34856854207342
"425","Enterobacter spp.","Post neonatal to 5",2010,1133.10005528893,2.91342914212382
"426","Enterobacter spp.","70+ years",2011,15971.2595529454,40.4621190881654
"427","Enterobacter spp.","50 to 69",2011,11245.3428170965,28.489324761408
"428","Enterobacter spp.","Neonatal",2011,7493.58347129125,18.9844931019593
"429","Enterobacter spp.","5 to 49",2011,3623.72578913363,9.18046719713728
"430","Enterobacter spp.","Post neonatal to 5",2011,1138.21665363191,2.88359585132995
"431","Enterobacter spp.","70+ years",2012,16817.7025473261,40.2211639377345
"432","Enterobacter spp.","50 to 69",2012,12058.654957812,28.8394408547701
"433","Enterobacter spp.","Neonatal",2012,7902.36105085968,18.8992615624736
"434","Enterobacter spp.","5 to 49",2012,3828.16061449752,9.1554167534116
"435","Enterobacter spp.","Post neonatal to 5",2012,1206.18862973367,2.8847168916103
"436","Enterobacter spp.","70+ years",2013,17780.8212476392,41.2501544615832
"437","Enterobacter spp.","50 to 69",2013,12387.7081212216,28.7385417303628
"438","Enterobacter spp.","Neonatal",2013,7824.58385422299,18.1524400976228
"439","Enterobacter spp.","5 to 49",2013,3879.03677013175,8.99907061105745
"440","Enterobacter spp.","Post neonatal to 5",2013,1232.70980603367,2.85979309937377
"441","Enterobacter spp.","70+ years",2014,18167.5531799984,41.6014561080884
"442","Enterobacter spp.","50 to 69",2014,12568.8980013335,28.7812262525912
"443","Enterobacter spp.","Neonatal",2014,7814.71084079463,17.8947240071185
"444","Enterobacter spp.","5 to 49",2014,3852.3771411369,8.82146852473524
"445","Enterobacter spp.","Post neonatal to 5",2014,1266.93509320413,2.90112510746663
"446","Enterobacter spp.","70+ years",2015,17594.7520197053,40.9610130913349
"447","Enterobacter spp.","50 to 69",2015,12606.3591030735,29.3479123591372
"448","Enterobacter spp.","Neonatal",2015,7700.38562148855,17.9266860878101
"449","Enterobacter spp.","5 to 49",2015,3739.39308189521,8.70539856484563
"450","Enterobacter spp.","Post neonatal to 5",2015,1313.98529001801,3.05898989687215
"451","Enterobacter spp.","70+ years",2016,17700.5801742863,41.1107183657995
"452","Enterobacter spp.","50 to 69",2016,12813.1477472151,29.7593470512544
"453","Enterobacter spp.","Neonatal",2016,7464.90585381036,17.3377165698231
"454","Enterobacter spp.","5 to 49",2016,3754.0514021715,8.71902211146759
"455","Enterobacter spp.","Post neonatal to 5",2016,1323.19143549179,3.07319590165547
"456","Enterobacter spp.","70+ years",2017,18129.7348973497,41.7276835659953
"457","Enterobacter spp.","50 to 69",2017,13056.6839382462,30.0514695267825
"458","Enterobacter spp.","Neonatal",2017,7166.46930948889,16.4944587069216
"459","Enterobacter spp.","5 to 49",2017,3794.91912611251,8.73444566892787
"460","Enterobacter spp.","Post neonatal to 5",2017,1299.93137136654,2.99194253137275
"461","Enterobacter spp.","70+ years",2018,18514.1178079418,42.0728304934627
"462","Enterobacter spp.","50 to 69",2018,13454.8676562123,30.5758217639173
"463","Enterobacter spp.","Neonatal",2018,6981.95615253859,15.8663059599058
"464","Enterobacter spp.","5 to 49",2018,3766.67473611218,8.5596661607326
"465","Enterobacter spp.","Post neonatal to 5",2018,1287.30936955293,2.92537562198151
"466","Enterobacter spp.","70+ years",2019,18722.2961133778,42.7395129011218
"467","Enterobacter spp.","50 to 69",2019,13461.7891907131,30.7307559555986
"468","Enterobacter spp.","Neonatal",2019,6662.77823409303,15.2098810193402
"469","Enterobacter spp.","5 to 49",2019,3702.76675220279,8.45272644002982
"470","Enterobacter spp.","Post neonatal to 5",2019,1255.96046749572,2.8671236839095
"471","Enterobacter spp.","70+ years",2020,17961.2132992701,43.8905272889737
"472","Enterobacter spp.","50 to 69",2020,12725.2665081051,31.0958200666848
"473","Enterobacter spp.","Neonatal",2020,5784.48074101349,14.1351202497168
"474","Enterobacter spp.","5 to 49",2020,3455.96194011919,8.44508604820255
"475","Enterobacter spp.","Post neonatal to 5",2020,995.833305730153,2.43344634642217
"476","Enterobacter spp.","70+ years",2021,18281.5150947257,44.3447168685204
"477","Enterobacter spp.","50 to 69",2021,12851.9261933517,31.1743870957241
"478","Enterobacter spp.","Neonatal",2021,5602.98169292553,13.5909215130626
"479","Enterobacter spp.","5 to 49",2021,3539.09036140829,8.58462546652046
"480","Enterobacter spp.","Post neonatal to 5",2021,950.401232552373,2.30534905617243
"481","Escherichia coli","Post neonatal to 5",1990,25863.9403017311,37.6369115299013
"482","Escherichia coli","70+ years",1990,16338.8583246399,23.7761206564068
"483","Escherichia coli","Neonatal",1990,12650.2780364452,18.4085406064162
"484","Escherichia coli","50 to 69",1990,8479.78274332952,12.3396833266784
"485","Escherichia coli","5 to 49",1990,5386.75453237591,7.83874388059724
"486","Escherichia coli","Post neonatal to 5",1991,25969.7379667877,37.5013098528121
"487","Escherichia coli","70+ years",1991,16595.1194720512,23.9639967935652
"488","Escherichia coli","Neonatal",1991,12571.2336587198,18.1533494589228
"489","Escherichia coli","50 to 69",1991,8615.88389707951,12.4416708437124
"490","Escherichia coli","5 to 49",1991,5498.24071440146,7.93967305098768
"491","Escherichia coli","Post neonatal to 5",1992,25241.9833943676,36.3646895167159
"492","Escherichia coli","70+ years",1992,17276.7752428455,24.8896672555592
"493","Escherichia coli","Neonatal",1992,12396.7989649917,17.859363042908
"494","Escherichia coli","50 to 69",1992,8864.61804650065,12.7707509314503
"495","Escherichia coli","5 to 49",1992,5633.26835379196,8.11552925336667
"496","Escherichia coli","Post neonatal to 5",1993,25106.7430201253,35.5896395426815
"497","Escherichia coli","70+ years",1993,17983.8958406948,25.4927678205974
"498","Escherichia coli","Neonatal",1993,12421.230706887,17.607505807513
"499","Escherichia coli","50 to 69",1993,9221.0702743078,13.0711724335287
"500","Escherichia coli","5 to 49",1993,5812.14952315159,8.23891439567939
"501","Escherichia coli","Post neonatal to 5",1994,24547.7430318734,34.4109365442201
"502","Escherichia coli","70+ years",1994,18927.2996686497,26.5322195611087
"503","Escherichia coli","Neonatal",1994,12291.633596866,17.2303670922971
"504","Escherichia coli","50 to 69",1994,9603.15052422649,13.4616613382616
"505","Escherichia coli","5 to 49",1994,5967.21162349663,8.36481546411251
"506","Escherichia coli","Post neonatal to 5",1995,23957.3317359118,33.2285907875302
"507","Escherichia coli","70+ years",1995,20039.2230678867,27.7942114073039
"508","Escherichia coli","Neonatal",1995,12077.3258795661,16.7511358895693
"509","Escherichia coli","50 to 69",1995,9891.71774418554,13.7197182361754
"510","Escherichia coli","5 to 49",1995,6132.95034660478,8.50634367942126
"511","Escherichia coli","Post neonatal to 5",1996,23890.4619882503,32.7282668651655
"512","Escherichia coli","70+ years",1996,20552.3565982825,28.1552952717052
"513","Escherichia coli","Neonatal",1996,12091.9349708585,16.5651076499533
"514","Escherichia coli","50 to 69",1996,10112.2960690611,13.8531404093637
"515","Escherichia coli","5 to 49",1996,6349.36685558933,8.69818980381232
"516","Escherichia coli","Post neonatal to 5",1997,23643.8887153957,31.7833707687983
"517","Escherichia coli","70+ years",1997,21500.612362923,28.9022648817502
"518","Escherichia coli","Neonatal",1997,12029.5332997383,16.1707374638516
"519","Escherichia coli","50 to 69",1997,10647.2328179338,14.3125757521332
"520","Escherichia coli","5 to 49",1997,6569.48540035391,8.8310511334667
"521","Escherichia coli","Post neonatal to 5",1998,22157.2863489888,30.4974750095425
"522","Escherichia coli","70+ years",1998,21777.4875132582,29.9747167024597
"523","Escherichia coli","Neonatal",1998,11574.0562603692,15.930628236691
"524","Escherichia coli","50 to 69",1998,10587.1400449543,14.5722284695868
"525","Escherichia coli","5 to 49",1998,6556.88500177013,9.02495158171996
"526","Escherichia coli","70+ years",1999,21627.2014770701,30.8891451494387
"527","Escherichia coli","Post neonatal to 5",1999,20446.2657670487,29.2024685538708
"528","Escherichia coli","Neonatal",1999,11001.6290852611,15.7131248837357
"529","Escherichia coli","50 to 69",1999,10412.9736357757,14.8723751620743
"530","Escherichia coli","5 to 49",1999,6527.46906138519,9.32288625088041
"531","Escherichia coli","70+ years",2000,22076.836694618,31.4671361116553
"532","Escherichia coli","Post neonatal to 5",2000,20404.9741388952,29.0841531087628
"533","Escherichia coli","Neonatal",2000,10911.7750984236,15.5530575775638
"534","Escherichia coli","50 to 69",2000,10311.9460147117,14.69809345014
"535","Escherichia coli","5 to 49",2000,6452.86002230096,9.19755975187809
"536","Escherichia coli","70+ years",2001,21977.6976984166,32.7434758182959
"537","Escherichia coli","Post neonatal to 5",2001,18914.151544307,28.1792511760328
"538","Escherichia coli","Neonatal",2001,10166.5299857819,15.146606041879
"539","Escherichia coli","50 to 69",2001,10010.1738709516,14.9136588635512
"540","Escherichia coli","5 to 49",2001,6052.29204348974,9.017008100241
"541","Escherichia coli","70+ years",2002,21824.2433707934,34.0520507511871
"542","Escherichia coli","Post neonatal to 5",2002,17452.9132023874,27.2315276193767
"543","Escherichia coli","50 to 69",2002,9699.19344692169,15.1335110174842
"544","Escherichia coli","Neonatal",2002,9409.65575138088,14.6817495458296
"545","Escherichia coli","5 to 49",2002,5704.82837609752,8.90116106612235
"546","Escherichia coli","70+ years",2003,21682.1162796015,35.4241501099504
"547","Escherichia coli","Post neonatal to 5",2003,15961.2121214392,26.0773610304157
"548","Escherichia coli","50 to 69",2003,9424.48737381414,15.3976877134182
"549","Escherichia coli","Neonatal",2003,8706.13334237378,14.2240439272822
"550","Escherichia coli","5 to 49",2003,5433.21100462041,8.87675721893349
"551","Escherichia coli","70+ years",2004,22516.5676286336,36.4621720245074
"552","Escherichia coli","Post neonatal to 5",2004,15571.6045962235,25.2158559354797
"553","Escherichia coli","50 to 69",2004,9566.28179857605,15.4911449350311
"554","Escherichia coli","Neonatal",2004,8592.88348362885,13.9148737469289
"555","Escherichia coli","5 to 49",2004,5505.88885997814,8.91595335805291
"556","Escherichia coli","70+ years",2005,23154.394249462,38.4369585897577
"557","Escherichia coli","Post neonatal to 5",2005,13666.5714911498,22.686900672493
"558","Escherichia coli","50 to 69",2005,9857.59966508305,16.3638981887859
"559","Escherichia coli","Neonatal",2005,8000.60623420678,13.2812358295363
"560","Escherichia coli","5 to 49",2005,5560.75133785439,9.23100671942713
"561","Escherichia coli","70+ years",2006,24225.2383022738,39.6074636794056
"562","Escherichia coli","Post neonatal to 5",2006,13053.7922096189,21.3425186728693
"563","Escherichia coli","50 to 69",2006,10290.2693946137,16.824250239066
"564","Escherichia coli","Neonatal",2006,7866.24000618541,12.8610423332444
"565","Escherichia coli","5 to 49",2006,5727.77642172425,9.36472507541466
"566","Escherichia coli","70+ years",2007,27075.9470182296,39.9241060807183
"567","Escherichia coli","Post neonatal to 5",2007,14112.4745261953,20.8091679920157
"568","Escherichia coli","50 to 69",2007,11444.6139169069,16.8753462164712
"569","Escherichia coli","Neonatal",2007,8799.23460712952,12.9746736336736
"570","Escherichia coli","5 to 49",2007,6386.27285266912,9.41670607712118
"571","Escherichia coli","70+ years",2008,28644.9992355079,40.2529094502932
"572","Escherichia coli","Post neonatal to 5",2008,14233.5989024945,20.0015284714579
"573","Escherichia coli","50 to 69",2008,12062.2629171271,16.9502946387541
"574","Escherichia coli","Neonatal",2008,9482.79016522472,13.3255333930594
"575","Escherichia coli","5 to 49",2008,6738.90479533089,9.46973404643527
"576","Escherichia coli","70+ years",2009,32297.3955594897,40.8297361039816
"577","Escherichia coli","Post neonatal to 5",2009,15092.8217976142,19.0800502760646
"578","Escherichia coli","50 to 69",2009,13588.8989265955,17.1788203818048
"579","Escherichia coli","Neonatal",2009,10567.0523081563,13.3586609590328
"580","Escherichia coli","5 to 49",2009,7556.46258175145,9.55273227911625
"581","Escherichia coli","70+ years",2010,40131.4350636911,41.3077110932747
"582","Escherichia coli","Post neonatal to 5",2010,17646.250071681,18.1634720683132
"583","Escherichia coli","50 to 69",2010,17035.257343723,17.5345707831603
"584","Escherichia coli","Neonatal",2010,12944.8478671576,13.3242689924818
"585","Escherichia coli","5 to 49",2010,9394.61534640968,9.66997706276997
"586","Escherichia coli","70+ years",2011,46004.4632173938,41.9729068339038
"587","Escherichia coli","50 to 69",2011,19608.8597363141,17.8904563877232
"588","Escherichia coli","Post neonatal to 5",2011,19147.954650955,17.4699422711768
"589","Escherichia coli","Neonatal",2011,14353.5619752824,13.09570153392
"590","Escherichia coli","5 to 49",2011,10490.3002295127,9.57099297327611
"591","Escherichia coli","70+ years",2012,55676.6642714336,42.2537050852685
"592","Escherichia coli","50 to 69",2012,23879.1724643951,18.1221975884159
"593","Escherichia coli","Post neonatal to 5",2012,22354.4755172876,16.96508632842
"594","Escherichia coli","Neonatal",2012,17203.0062097615,13.0555729313018
"595","Escherichia coli","5 to 49",2012,12654.2133052296,9.60343806659386
"596","Escherichia coli","70+ years",2013,60507.4835553806,44.3522208925054
"597","Escherichia coli","50 to 69",2013,24637.2134896814,18.0591733561359
"598","Escherichia coli","Post neonatal to 5",2013,21330.4413067973,15.6352964787868
"599","Escherichia coli","Neonatal",2013,17104.4209428354,12.5376071077339
"600","Escherichia coli","5 to 49",2013,12845.3645034394,9.41570216483794
"601","Escherichia coli","70+ years",2014,60253.0756624299,45.4750306463978
"602","Escherichia coli","50 to 69",2014,24473.2851053057,18.4708146089837
"603","Escherichia coli","Post neonatal to 5",2014,19441.9263913404,14.6734783038221
"604","Escherichia coli","Neonatal",2014,16140.9261488487,12.1821019626028
"605","Escherichia coli","5 to 49",2014,12187.840143105,9.19857447819362
"606","Escherichia coli","70+ years",2015,57659.4086997444,44.9108593759679
"607","Escherichia coli","50 to 69",2015,25081.1494980307,19.5356838284517
"608","Escherichia coli","Post neonatal to 5",2015,18350.7980122727,14.2934193664325
"609","Escherichia coli","Neonatal",2015,15538.7807394908,12.1031417491516
"610","Escherichia coli","5 to 49",2015,11756.2032383723,9.15689567999636
"611","Escherichia coli","70+ years",2016,57664.2634170086,45.5044101585334
"612","Escherichia coli","50 to 69",2016,25733.0855054201,20.306664961888
"613","Escherichia coli","Post neonatal to 5",2016,16747.9272145305,13.216236610255
"614","Escherichia coli","Neonatal",2016,14740.6658623584,11.6322530743157
"615","Escherichia coli","5 to 49",2016,11836.4201104457,9.3404351950079
"616","Escherichia coli","70+ years",2017,67204.3073151606,46.9953558470683
"617","Escherichia coli","50 to 69",2017,29973.0819565551,20.9599013613207
"618","Escherichia coli","Post neonatal to 5",2017,16697.1414300925,11.6761578905375
"619","Escherichia coli","Neonatal",2017,15609.3168167553,10.9154521137004
"620","Escherichia coli","5 to 49",2017,13518.1706677782,9.45313278737305
"621","Escherichia coli","70+ years",2018,61366.1954953239,47.6529595749575
"622","Escherichia coli","50 to 69",2018,27677.804529473,21.4927663303986
"623","Escherichia coli","Post neonatal to 5",2018,14399.4263746649,11.1816493982712
"624","Escherichia coli","Neonatal",2018,13508.7279391699,10.4899914553675
"625","Escherichia coli","5 to 49",2018,11825.1473078602,9.18263324100513
"626","Escherichia coli","70+ years",2019,61285.3822431126,48.7367566061808
"627","Escherichia coli","50 to 69",2019,27485.0015300392,21.8572485128061
"628","Escherichia coli","Post neonatal to 5",2019,12888.9492876553,10.2498436225787
"629","Escherichia coli","Neonatal",2019,12644.7767791937,10.0556672027008
"630","Escherichia coli","5 to 49",2019,11443.6553187099,9.10048405573365
"631","Escherichia coli","70+ years",2020,66375.3826471113,49.4812048483927
"632","Escherichia coli","50 to 69",2020,30118.9686772033,22.4529456479733
"633","Escherichia coli","Neonatal",2020,13292.4900897963,9.90922234791918
"634","Escherichia coli","5 to 49",2020,12517.4953407092,9.33148294504618
"635","Escherichia coli","Post neonatal to 5",2020,11838.2793162342,8.82514421066869
"636","Escherichia coli","70+ years",2021,59775.525763415,49.8156710610668
"637","Escherichia coli","50 to 69",2021,26574.9439001533,22.1470015844945
"638","Escherichia coli","Neonatal",2021,11707.7756383336,9.75701497573373
"639","Escherichia coli","5 to 49",2021,11342.7676361555,9.45282495249368
"640","Escherichia coli","Post neonatal to 5",2021,10592.4037723967,8.8274874262113
"641","Klebsiella pneumoniae","Neonatal",1990,26469.6510090091,32.9860244555033
"642","Klebsiella pneumoniae","70+ years",1990,17660.1558621373,22.0077829117653
"643","Klebsiella pneumoniae","Post neonatal to 5",1990,15292.0933783175,19.0567441173039
"644","Klebsiella pneumoniae","50 to 69",1990,13970.1408750625,17.4093496130643
"645","Klebsiella pneumoniae","5 to 49",1990,6853.00642497598,8.54009890236331
"646","Klebsiella pneumoniae","Neonatal",1991,25860.0208583836,32.6723947113217
"647","Klebsiella pneumoniae","70+ years",1991,17628.9216093199,22.272955165383
"648","Klebsiella pneumoniae","Post neonatal to 5",1991,14715.656392588,18.5922407691697
"649","Klebsiella pneumoniae","50 to 69",1991,14076.1279152799,17.7842396096128
"650","Klebsiella pneumoniae","5 to 49",1991,6868.72366070941,8.67816974451274
"651","Klebsiella pneumoniae","Neonatal",1992,25405.1808487622,32.1607386235671
"652","Klebsiella pneumoniae","70+ years",1992,17955.7474703336,22.7304070229562
"653","Klebsiella pneumoniae","Post neonatal to 5",1992,14381.0519623046,18.2051549266634
"654","Klebsiella pneumoniae","50 to 69",1992,14325.4755955909,18.1348001035991
"655","Klebsiella pneumoniae","5 to 49",1992,6926.93895368429,8.76889932321423
"656","Klebsiella pneumoniae","Neonatal",1993,25125.8248191813,32.2501192960837
"657","Klebsiella pneumoniae","70+ years",1993,17496.5241453695,22.4575708465582
"658","Klebsiella pneumoniae","50 to 69",1993,14258.0469928222,18.3008406592348
"659","Klebsiella pneumoniae","Post neonatal to 5",1993,14044.134228971,18.0262740647924
"660","Klebsiella pneumoniae","5 to 49",1993,6984.71594234383,8.96519513333079
"661","Klebsiella pneumoniae","Neonatal",1994,24816.0035455248,31.7766313476868
"662","Klebsiella pneumoniae","70+ years",1994,17465.9297939151,22.364939269438
"663","Klebsiella pneumoniae","50 to 69",1994,14357.816666638,18.3850331233414
"664","Klebsiella pneumoniae","Post neonatal to 5",1994,13663.3464363713,17.4957713028937
"665","Klebsiella pneumoniae","5 to 49",1994,7792.03980405303,9.97762495664001
"666","Klebsiella pneumoniae","Neonatal",1995,24626.2928221918,31.9335339761516
"667","Klebsiella pneumoniae","70+ years",1995,17473.0883183279,22.6577935830766
"668","Klebsiella pneumoniae","50 to 69",1995,14291.5437184934,18.5322045913018
"669","Klebsiella pneumoniae","Post neonatal to 5",1995,13571.6013381319,17.5986371790184
"670","Klebsiella pneumoniae","5 to 49",1995,7154.81647023108,9.27783067045159
"671","Klebsiella pneumoniae","Neonatal",1996,24715.6720827152,31.8488979007681
"672","Klebsiella pneumoniae","70+ years",1996,17628.6149704722,22.7164349991181
"673","Klebsiella pneumoniae","50 to 69",1996,14345.3590810925,18.4855938853101
"674","Klebsiella pneumoniae","Post neonatal to 5",1996,13614.3165523518,17.543564116463
"675","Klebsiella pneumoniae","5 to 49",1996,7298.94891088129,9.4055090983406
"676","Klebsiella pneumoniae","Neonatal",1997,24081.3492003432,31.9098974154616
"677","Klebsiella pneumoniae","70+ years",1997,17195.2268274507,22.785181990207
"678","Klebsiella pneumoniae","50 to 69",1997,14087.9895742475,18.6678204100759
"679","Klebsiella pneumoniae","Post neonatal to 5",1997,12940.3323580177,17.1470740543241
"680","Klebsiella pneumoniae","5 to 49",1997,7161.81033676807,9.49002612993147
"681","Klebsiella pneumoniae","Neonatal",1998,24219.8227196304,31.6074910601506
"682","Klebsiella pneumoniae","70+ years",1998,17748.6987542177,23.1625079876639
"683","Klebsiella pneumoniae","50 to 69",1998,14370.359448949,18.753688376326
"684","Klebsiella pneumoniae","Post neonatal to 5",1998,12872.2553005955,16.7986239638238
"685","Klebsiella pneumoniae","5 to 49",1998,7415.7073104357,9.67768861203569
"686","Klebsiella pneumoniae","Neonatal",1999,23561.9950951454,31.4768786748874
"687","Klebsiella pneumoniae","70+ years",1999,17526.0639976263,23.4133734377722
"688","Klebsiella pneumoniae","50 to 69",1999,14053.344498974,18.7741071154768
"689","Klebsiella pneumoniae","Post neonatal to 5",1999,12250.9456906949,16.3662512279399
"690","Klebsiella pneumoniae","5 to 49",1999,7462.57943685279,9.96938954392373
"691","Klebsiella pneumoniae","Neonatal",2000,23651.4873007648,31.1325494793131
"692","Klebsiella pneumoniae","70+ years",2000,18078.0239951654,23.7961769321583
"693","Klebsiella pneumoniae","50 to 69",2000,14298.5168077642,18.8211961614826
"694","Klebsiella pneumoniae","Post neonatal to 5",2000,12232.0590263121,16.1011093310071
"695","Klebsiella pneumoniae","5 to 49",2000,7710.20022625623,10.148968096039
"696","Klebsiella pneumoniae","Neonatal",2001,23303.0011951663,30.5675819983383
"697","Klebsiella pneumoniae","70+ years",2001,18757.5504508512,24.6051123068773
"698","Klebsiella pneumoniae","50 to 69",2001,14528.726118939,19.0579755479817
"699","Klebsiella pneumoniae","Post neonatal to 5",2001,11981.9763024975,15.7172906640331
"700","Klebsiella pneumoniae","5 to 49",2001,7663.10819395434,10.0520394827695
"701","Klebsiella pneumoniae","Neonatal",2002,23975.2132302899,30.2353424544216
"702","Klebsiella pneumoniae","70+ years",2002,19965.713961302,25.1789293037163
"703","Klebsiella pneumoniae","50 to 69",2002,15146.4084743909,19.1012627407704
"704","Klebsiella pneumoniae","Post neonatal to 5",2002,12344.1176196268,15.5672702445684
"705","Klebsiella pneumoniae","5 to 49",2002,7863.87226405612,9.91719525652326
"706","Klebsiella pneumoniae","Neonatal",2003,24125.7199470611,29.7296606094083
"707","Klebsiella pneumoniae","70+ years",2003,21235.1495253988,26.1676662816874
"708","Klebsiella pneumoniae","50 to 69",2003,15606.5605692429,19.2316643823218
"709","Klebsiella pneumoniae","Post neonatal to 5",2003,12207.7412290776,15.043364688985
"710","Klebsiella pneumoniae","5 to 49",2003,7975.16631304721,9.82764403759742
"711","Klebsiella pneumoniae","Neonatal",2004,24144.968815239,29.2985756458633
"712","Klebsiella pneumoniae","70+ years",2004,22191.9536190242,26.9287004183706
"713","Klebsiella pneumoniae","50 to 69",2004,16013.8772153547,19.4319486004684
"714","Klebsiella pneumoniae","Post neonatal to 5",2004,11800.9121861424,14.3197500490316
"715","Klebsiella pneumoniae","5 to 49",2004,8258.33125672028,10.0210252862661
"716","Klebsiella pneumoniae","Neonatal",2005,24936.0146936754,28.7067672003384
"717","Klebsiella pneumoniae","70+ years",2005,24007.6141494228,27.6379765928606
"718","Klebsiella pneumoniae","50 to 69",2005,17107.470486286,19.6944130274767
"719","Klebsiella pneumoniae","Post neonatal to 5",2005,11999.3817333245,13.8138937676318
